time_s,dac_v,adc_v
22.4,0.0099803,0.0056432
22.6,0.0099803,0.005335
22.8,0.0098229,0.0053062
23.0,0.0095106,0.005421
23.2,0.0090483,0.0050016
23.4,0.0084433,0.0044442
23.6,0.0077051,0.0042876
23.8,0.0068455,0.003946
24.0,0.0058779,0.0031153
24.2,0.0048175,0.0025127
24.4,0.0036812,0.0021936
24.6,0.0024869,0.0014414
24.8,0.0012533,0.0004929
25.0,0.0,0.0
25.2,-0.0012533,-0.0004929
25.4,-0.0024869,-0.0014414
25.6,-0.0036812,-0.0021936
25.8,-0.0048175,-0.0025127
26.0,-0.0058779,-0.0031153
26.2,-0.0068455,-0.003946
26.4,-0.0077051,-0.0042876
26.6,-0.0084433,-0.0044442
26.8,-0.0090483,-0.0050016
27.0,-0.0095106,-0.005421
27.2,-0.0098229,-0.0053062
27.4,-0.0099803,-0.005335
27.6,-0.0099803,-0.0056432
27.8,-0.0098229,-0.0054989
28.0,-0.0095106,-0.0050406
28.2,-0.0090483,-0.0049515
28.4,-0.0084433,-0.0048434
28.6,-0.0077051,-0.0041881
28.8,-0.0068455,-0.003584
29.0,-0.0058779,-0.0033504
29.2,-0.0048175,-0.0027866
29.4,-0.0036812,-0.0018558
29.6,-0.0024869,-0.0012942
29.8,-0.0012533,-0.0008858
30.0,-0.0,-0.0
30.2,0.0012533,0.0008858
30.4,0.0024869,0.0012942
30.6,0.0036812,0.0018558
30.8,0.0048175,0.0027866
31.0,0.0058779,0.0033504
31.2,0.0068455,0.003584
31.4,0.0077051,0.0041881
31.6,0.0084433,0.0048434
31.8,0.0090483,0.0049515
32.0,0.0095106,0.0050406
32.2,0.0098229,0.0054989
32.4,0.0099803,0.0056432
32.6,0.0099803,0.005335
32.8,0.0098229,0.0053062
33.0,0.0095106,0.005421
33.2,0.0090483,0.0050016
33.4,0.0084433,0.0044442
33.6,0.0077051,0.0042876
33.8,0.0068455,0.003946
34.0,0.0058779,0.0031153
34.2,0.0048175,0.0025127
34.4,0.0036812,0.0021936
34.6,0.0024869,0.0014414
34.8,0.0012533,0.0004929
35.0,0.0,0.0
35.2,-0.0012533,-0.0004929
35.4,-0.0024869,-0.0014414
35.6,-0.0036812,-0.0021936
35.8,-0.0048175,-0.0025127
36.0,-0.0058779,-0.0031153
36.2,-0.0068455,-0.003946
36.4,-0.0077051,-0.0042876
36.6,-0.0084433,-0.0044442
36.8,-0.0090483,-0.0050016
37.0,-0.0095106,-0.005421
37.2,-0.0098229,-0.0053062
37.4,-0.0099803,-0.005335
37.6,-0.0099803,-0.0056432
37.8,-0.0098229,-0.0054989
38.0,-0.0095106,-0.0050406
38.2,-0.0090483,-0.0049515
38.4,-0.0084433,-0.0048434
38.6,-0.0077051,-0.0041881
38.8,-0.0068455,-0.003584
39.0,-0.0058779,-0.0033504
39.2,-0.0048175,-0.0027866
39.4,-0.0036812,-0.0018558
39.6,-0.0024869,-0.0012942
39.8,-0.0012533,-0.0008858
40.0,0.0,0.0
40.2,0.0012533,0.0008858
40.4,0.0024869,0.0012942
40.6,0.0036812,0.0018558
40.8,0.0048175,0.0027866
41.0,0.0058779,0.0033504
41.2,0.0068455,0.003584
41.4,0.0077051,0.0041881
41.6,0.0084433,0.0048434
41.8,0.0090483,0.0049515
42.0,0.0095106,0.0050406
42.2,0.0098229,0.0054989
42.4,0.0099803,0.0056432
42.6,0.0099803,0.005335
42.8,0.0098229,0.0053062
43.0,0.0095106,0.005421
43.2,0.0090483,0.0050016
43.4,0.0084433,0.0044442
43.6,0.0077051,0.0042876
43.8,0.0068455,0.003946
44.0,0.0058779,0.0031153
44.2,0.0048175,0.0025127
44.4,0.0036812,0.0021936
44.6,0.0024869,0.0014414
44.8,0.0012533,0.0004929
45.0,-0.0,-0.0
45.2,-0.0012533,-0.0004929
45.4,-0.0024869,-0.0014414
45.6,-0.0036812,-0.0021936
45.8,-0.0048175,-0.0025127
46.0,-0.0058779,-0.0031153
46.2,-0.0068455,-0.003946
46.4,-0.0077051,-0.0042876
46.6,-0.0084433,-0.0044442
46.8,-0.0090483,-0.0050016
47.0,-0.0095106,-0.005421
47.2,-0.0098229,-0.0053062
47.4,-0.0099803,-0.005335
47.6,-0.0099803,-0.0056432
47.8,-0.0098229,-0.0054989
48.0,-0.0095106,-0.0050406
48.2,-0.0090483,-0.0049515
48.4,-0.0084433,-0.0048434
48.6,-0.0077051,-0.0041881
48.8,-0.0068455,-0.003584
49.0,-0.0058779,-0.0033504
49.2,-0.0048175,-0.0027866
49.4,-0.0036812,-0.0018558
49.6,-0.0024869,-0.0012942
49.8,-0.0012533,-0.0008858
50.0,0.0,0.0
50.2,0.0012533,0.0008858
50.4,0.0024869,0.0012942
50.6,0.0036812,0.0018558
50.8,0.0048175,0.0027866
51.0,0.0058779,0.0033504
51.2,0.0068455,0.003584
51.4,0.0077051,0.0041881
51.6,0.0084433,0.0048434
51.8,0.0090483,0.0049515
52.0,0.0095106,0.0050406
52.2,0.0098229,0.0054989
52.4,0.0099803,0.0056432
52.6,0.0099803,0.005335
52.8,0.0098229,0.0053062
53.0,0.0095106,0.005421
53.2,0.0090483,0.0050016
53.4,0.0084433,0.0044442
53.6,0.0077051,0.0042876
53.8,0.0068455,0.003946
54.0,0.0058779,0.0031153
54.2,0.0048175,0.0025127
54.4,0.0036812,0.0021936
54.6,0.0024869,0.0014414
54.8,0.0012533,0.0004929
55.0,-0.0,-0.0
55.2,-0.0012533,-0.0004929
55.4,-0.0024869,-0.0014414
55.6,-0.0036812,-0.0021936
55.8,-0.0048175,-0.0025127
56.0,-0.0058779,-0.0031153
56.2,-0.0068455,-0.003946
56.4,-0.0077051,-0.0042876
56.6,-0.0084433,-0.0044442
56.8,-0.0090483,-0.0050016
57.0,-0.0095106,-0.005421
57.2,-0.0098229,-0.0053062
57.4,-0.0099803,-0.005335
57.6,-0.0099803,-0.0056432
57.8,-0.0098229,-0.0054989
58.0,-0.0095106,-0.0050406
58.2,-0.0090483,-0.0049515
58.4,-0.0084433,-0.0048434
58.6,-0.0077051,-0.0041881
58.8,-0.0068455,-0.003584
59.0,-0.0058779,-0.0033504
59.2,-0.0048175,-0.0027866
59.4,-0.0036812,-0.0018558
59.6,-0.0024869,-0.0012942
59.8,-0.0012533,-0.0008858
60.0,0.0,0.0
60.2,0.0012533,0.0008858
60.4,0.0024869,0.0012942
60.6,0.0036812,0.0018558
60.8,0.0048175,0.0027866
61.0,0.0058779,0.0033504
61.2,0.0068455,0.003584
61.4,0.0077051,0.0041881
61.6,0.0084433,0.0048434
61.8,0.0090483,0.0049515
62.0,0.0095106,0.0050406
62.2,0.0098229,0.0054989
62.4,0.0099803,0.0056432
62.6,0.0099803,0.005335
62.8,0.0098229,0.0053062
63.0,0.0095106,0.005421
63.2,0.0090483,0.0050016
63.4,0.0084433,0.0044442
63.6,0.0077051,0.0042876
63.8,0.0068455,0.003946
64.0,0.0058779,0.0031153
64.2,0.0048175,0.0025127
64.4,0.0036812,0.0021936
64.6,0.0024869,0.0014414
64.8,0.0012533,0.0004929
65.0,-0.0,-0.0
65.2,-0.0012533,-0.0004929
65.4,-0.0024869,-0.0014414
65.6,-0.0036812,-0.0021936
65.8,-0.0048175,-0.0025127
66.0,-0.0058779,-0.0031153
66.2,-0.0068455,-0.003946
66.4,-0.0077051,-0.0042876
66.6,-0.0084433,-0.0044442
66.8,-0.0090483,-0.0050016
67.0,-0.0095106,-0.005421
67.2,-0.0098229,-0.0053062
67.4,-0.0099803,-0.005335
67.6,-0.0099803,-0.0056432
67.8,-0.0098229,-0.0054989
68.0,-0.0095106,-0.0050406
68.2,-0.0090483,-0.0049515
68.4,-0.0084433,-0.0048434
68.6,-0.0077051,-0.0041881
68.8,-0.0068455,-0.003584
69.0,-0.0058779,-0.0033504
69.2,-0.0048175,-0.0027866
69.4,-0.0036812,-0.0018558
69.6,-0.0024869,-0.0012942
69.8,-0.0012533,-0.0008858
70.0,0.0,0.0
70.2,0.0012533,0.0008858
70.4,0.0024869,0.0012942
70.6,0.0036812,0.0018558
70.8,0.0048175,0.0027866
71.0,0.0058779,0.0033504
71.2,0.0068455,0.003584
71.4,0.0077051,0.0041881
71.6,0.0084433,0.0048434
71.8,0.0090483,0.0049515
72.0,0.0095106,0.0050406
72.2,0.0098229,0.0054989
72.4,0.0099803,0.0056432
72.6,0.0099803,0.005335
72.8,0.0098229,0.0053062
73.0,0.0095106,0.005421
73.2,0.0090483,0.0050016
73.4,0.0084433,0.0044442
73.6,0.0077051,0.0042876
73.8,0.0068455,0.003946
74.0,0.0058779,0.0031153
74.2,0.0048175,0.0025127
74.4,0.0036812,0.0021936
74.6,0.0024869,0.0014414
74.8,0.0012533,0.0004929
75.0,-0.0,-0.0
75.2,-0.0012533,-0.0004929
75.4,-0.0024869,-0.0014414
75.6,-0.0036812,-0.0021936
75.8,-0.0048175,-0.0025127
76.0,-0.0058779,-0.0031153
76.2,-0.0068455,-0.003946
76.4,-0.0077051,-0.0042876
76.6,-0.0084433,-0.0044442
76.8,-0.0090483,-0.0050016
77.0,-0.0095106,-0.005421
77.2,-0.0098229,-0.0053062
77.4,-0.0099803,-0.005335
77.6,-0.0099803,-0.0056432
77.8,-0.0098229,-0.0054989
78.0,-0.0095106,-0.0050406
78.2,-0.0090483,-0.0049515
78.4,-0.0084433,-0.0048434
78.6,-0.0077051,-0.0041881
78.8,-0.0068455,-0.003584
79.0,-0.0058779,-0.0033504
79.2,-0.0048175,-0.0027866
79.4,-0.0036812,-0.0018558
79.6,-0.0024869,-0.0012942
79.8,-0.0012533,-0.0008858
80.0,0.0,0.0
80.2,0.0012533,0.0008858
80.4,0.0024869,0.0012942
80.6,0.0036812,0.0018558
80.8,0.0048175,0.0027866
81.0,0.0058779,0.0033504
81.2,0.0068455,0.003584
81.4,0.0077051,0.0041881
81.6,0.0084433,0.0048434
81.8,0.0090483,0.0049515
82.0,0.0095106,0.0050406
82.2,0.0098229,0.0054989
82.4,0.0099803,0.0056432
82.6,0.0099803,0.005335
82.8,0.0098229,0.0053062
83.0,0.0095106,0.005421
83.2,0.0090483,0.0050016
83.4,0.0084433,0.0044442
83.6,0.0077051,0.0042876
83.8,0.0068455,0.003946
84.0,0.0058779,0.0031153
84.2,0.0048175,0.0025127
84.4,0.0036812,0.0021936
84.6,0.0024869,0.0014414
84.8,0.0012533,0.0004929
85.0,-0.0,-0.0
85.2,-0.0012533,-0.0004929
85.4,-0.0024869,-0.0014414
85.6,-0.0036812,-0.0021936
85.8,-0.0048175,-0.0025127
86.0,-0.0058779,-0.0031153
86.2,-0.0068455,-0.003946
86.4,-0.0077051,-0.0042876
86.6,-0.0084433,-0.0044442
86.8,-0.0090483,-0.0050016
87.0,-0.0095106,-0.005421
87.2,-0.0098229,-0.0053062
87.4,-0.0099803,-0.005335
87.6,-0.0099803,-0.0056432
87.8,-0.0098229,-0.0054989
88.0,-0.0095106,-0.0050406
88.2,-0.0090483,-0.0049515
88.4,-0.0084433,-0.0048434
88.6,-0.0077051,-0.0041881
88.8,-0.0068455,-0.003584
89.0,-0.0058779,-0.0033504
89.2,-0.0048175,-0.0027866
89.4,-0.0036812,-0.0018558
89.6,-0.0024869,-0.0012942
89.8,-0.0012533,-0.0008858
90.0,0.0,0.0
90.2,0.0012533,0.0008858
90.4,0.0024869,0.0012942
90.6,0.0036812,0.0018558
90.8,0.0048175,0.0027866
91.0,0.0058779,0.0033504
91.2,0.0068455,0.003584
91.4,0.0077051,0.0041881
91.6,0.0084433,0.0048434
91.8,0.0090483,0.0049515
92.0,0.0095106,0.0050406
92.2,0.0098229,0.0054989
92.4,0.0099803,0.0056432
92.6,0.0099803,0.005335
92.8,0.0098229,0.0053062
93.0,0.0095106,0.005421
93.2,0.0090483,0.0050016
93.4,0.0084433,0.0044442
93.6,0.0077051,0.0042876
93.8,0.0068455,0.003946
94.0,0.0058779,0.0031153
94.2,0.0048175,0.0025127
94.4,0.0036812,0.0021936
94.6,0.0024869,0.0014414
94.8,0.0012533,0.0004929
95.0,-0.0,-0.0
95.2,-0.0012533,-0.0004929
95.4,-0.0024869,-0.0014414
95.6,-0.0036812,-0.0021936
95.8,-0.0048175,-0.0025127
96.0,-0.0058779,-0.0031153
96.2,-0.0068455,-0.003946
96.4,-0.0077051,-0.0042876
96.6,-0.0084433,-0.0044442
96.8,-0.0090483,-0.0050016
97.0,-0.0095106,-0.005421
97.2,-0.0098229,-0.0053062
97.4,-0.0099803,-0.005335
97.6,-0.0099803,-0.0056432
97.8,-0.0098229,-0.0054989
98.0,-0.0095106,-0.0050406
98.2,-0.0090483,-0.0049515
98.4,-0.0084433,-0.0048434
98.6,-0.0077051,-0.0041881
98.8,-0.0068455,-0.003584
99.0,-0.0058779,-0.0033504
99.2,-0.0048175,-0.0027866
99.4,-0.0036812,-0.0018558
99.6,-0.0024869,-0.0012942
99.8,-0.0012533,-0.0008858
100.0,0.0,0.0
100.2,0.0012533,0.0008858
100.4,0.0024869,0.0012942
100.6,0.0036812,0.0018558
100.8,0.0048175,0.0027866
101.0,0.0058779,0.0033504
101.2,0.0068455,0.003584
101.4,0.0077051,0.0041881
101.6,0.0084433,0.0048434
101.8,0.0090483,0.0049515
102.0,0.0095106,0.0050406
102.2,0.0098229,0.0054989
102.4,0.0099803,0.0056432
102.6,0.0099803,0.005335
102.8,0.0098229,0.0053062
103.0,0.0095106,0.005421
103.2,0.0090483,0.0050016
103.4,0.0084433,0.0044442
103.6,0.0077051,0.0042876
103.8,0.0068455,0.003946
104.0,0.0058779,0.0031153
104.2,0.0048175,0.0025127
104.4,0.0036812,0.0021936
104.6,0.0024869,0.0014414
104.8,0.0012533,0.0004929
105.0,-0.0,-0.0
105.2,-0.0012533,-0.0004929
105.4,-0.0024869,-0.0014414
105.6,-0.0036812,-0.0021936
105.8,-0.0048175,-0.0025127
106.0,-0.0058779,-0.0031153
106.2,-0.0068455,-0.003946
106.4,-0.0077051,-0.0042876
106.6,-0.0084433,-0.0044442
106.8,-0.0090483,-0.0050016
107.0,-0.0095106,-0.005421
107.2,-0.0098229,-0.0053062
107.4,-0.0099803,-0.005335
107.6,-0.0099803,-0.0056432
107.8,-0.0098229,-0.0054989
108.0,-0.0095106,-0.0050406
108.2,-0.0090483,-0.0049515
108.4,-0.0084433,-0.0048434
108.6,-0.0077051,-0.0041881
108.8,-0.0068455,-0.003584
109.0,-0.0058779,-0.0033504
109.2,-0.0048175,-0.0027866
109.4,-0.0036812,-0.0018558
109.6,-0.0024869,-0.0012942
109.8,-0.0012533,-0.0008858
110.0,0.0,0.0
110.2,0.0012533,0.0008858
110.4,0.0024869,0.0012942
110.6,0.0036812,0.0018558
110.8,0.0048175,0.0027866
111.0,0.0058779,0.0033504
111.2,0.0068455,0.003584
111.4,0.0077051,0.0041881
111.6,0.0084433,0.0048434
111.8,0.0090483,0.0049515
112.0,0.0095106,0.0050406
112.2,0.0098229,0.0054989
112.4,0.0099803,0.0056432
112.6,0.0099803,0.005335
112.8,0.0098229,0.0053062
113.0,0.0095106,0.005421
113.2,0.0090483,0.0050016
113.4,0.0084433,0.0044442
113.6,0.0077051,0.0042876
113.8,0.0068455,0.003946
114.0,0.0058779,0.0031153
114.2,0.0048175,0.0025127
114.4,0.0036812,0.0021936
114.6,0.0024869,0.0014414
114.8,0.0012533,0.0004929
115.0,-0.0,-0.0
115.2,-0.0012533,-0.0004929
115.4,-0.0024869,-0.0014414
115.6,-0.0036812,-0.0021936
115.8,-0.0048175,-0.0025127
116.0,-0.0058779,-0.0031153
116.2,-0.0068455,-0.003946
116.4,-0.0077051,-0.0042876
116.6,-0.0084433,-0.0044442
116.8,-0.0090483,-0.0050016
117.0,-0.0095106,-0.005421
117.2,-0.0098229,-0.0053062
117.4,-0.0099803,-0.005335
117.6,-0.0099803,-0.0056432
117.8,-0.0098229,-0.0054989
118.0,-0.0095106,-0.0050406
118.2,-0.0090483,-0.0049515
118.4,-0.0084433,-0.0048434
118.6,-0.0077051,-0.0041881
118.8,-0.0068455,-0.003584
119.0,-0.0058779,-0.0033504
119.2,-0.0048175,-0.0027866
119.4,-0.0036812,-0.0018558
119.6,-0.0024869,-0.0012942
119.8,-0.0012533,-0.0008858
